,Date,Open,High,Low,Close,Volume,Ticker,Win_Count,Win_Loss,MA_50,MA_100,MA_200,Yin_Yang,Fluctuation
214,2023-08-21,510.2900085449219,522.97998046875,510.2900085449219,520.469970703125,2428300,ADBE,10,0,505.757,441.874,392.9369,Yang,0.0249
215,2023-08-22,529.719970703125,530.0,518.3499755859375,519.47998046875,1496600,ADBE,0,1,507.0666,443.2772,394.0282,Yin,0.0225
216,2023-08-23,522.72998046875,535.25,519.239990234375,530.7100219726562,2336900,ADBE,4,0,508.1882,444.7653,395.2521,Yang,0.0308
217,2023-08-24,539.0,539.6699829101562,511.04998779296875,512.4299926757812,2950200,ADBE,0,1,508.857,446.0359,396.3855,Yin,0.056
218,2023-08-25,514.9199829101562,528.4299926757812,514.469970703125,525.0599975585938,2308300,ADBE,9,0,509.7676,447.4857,397.5131,Yang,0.0271
219,2023-08-28,525.7000122070312,533.510009765625,523.97998046875,529.9199829101562,1684100,ADBE,2,0,510.5478,448.9334,398.6519,Yang,0.0182
220,2023-08-29,527.7000122070312,541.969970703125,526.1500244140625,540.5700073242188,2167000,ADBE,2,0,511.4556,450.5189,399.8604,Yang,0.0301
221,2023-08-30,540.0999755859375,546.0,536.0900268554688,545.3599853515625,1930300,ADBE,0,1,512.6456,452.1665,400.9374,Yang,0.0185
222,2023-08-31,547.0,562.0999755859375,546.760009765625,559.3400268554688,3919300,ADBE,0,1,514.2828,453.9974,402.0284,Yang,0.0281
223,2023-09-01,564.7999877929688,569.97998046875,558.52001953125,563.2100219726562,2232300,ADBE,0,1,515.9954,455.9184,403.1426,Yin,0.0205
224,2023-09-05,557.8800048828125,567.5900268554688,555.4199829101562,564.8800048828125,2349700,ADBE,0,1,517.5986,457.8683,404.2372,Yang,0.0219
225,2023-09-06,560.4500122070312,564.0599975585938,555.8499755859375,561.9400024414062,2299900,ADBE,0,1,519.2472,459.6997,405.3548,Yang,0.0148
226,2023-09-07,554.0,561.8300170898438,551.0800170898438,560.4600219726562,2089400,ADBE,0,1,520.671,461.5105,406.468,Yang,0.0195
227,2023-09-08,568.9000244140625,570.239990234375,558.030029296875,560.3599853515625,2262000,ADBE,0,1,522.2296,463.3349,407.6155,Yin,0.0219
228,2023-09-11,562.0,565.4299926757812,556.7000122070312,564.5,2083300,ADBE,0,1,523.8442,465.2044,408.8305,Yang,0.0157
229,2023-09-12,555.6300048828125,559.0900268554688,540.3699951171875,542.2100219726562,3961300,ADBE,0,1,524.9086,466.8254,409.8872,Yin,0.0346
239,2023-09-26,510.1400146484375,510.1400146484375,502.010009765625,506.29998779296875,2375400,ADBE,1,0,530.6604,482.6676,419.5915,Yin,0.0162
240,2023-09-27,507.510009765625,509.25,498.70001220703125,502.6000061035156,3311100,ADBE,1,0,530.0678,484.3353,420.4416,Yin,0.0212
241,2023-09-28,500.0,508.67999267578125,499.25,504.6700134277344,2720000,ADBE,1,0,529.6178,485.898,421.3117,Yang,0.0189
242,2023-09-29,505.44000244140625,518.5800170898438,505.44000244140625,509.8999938964844,2795900,ADBE,1,0,529.4782,487.5564,422.1704,Yang,0.026
243,2023-10-02,508.239990234375,522.4099731445312,508.239990234375,521.1300048828125,2411500,ADBE,1,0,529.4962,489.3412,423.0637,Yang,0.0279
701,2023-07-31,153.86000061035156,154.9499969482422,151.5500030517578,152.19000244140625,4457300,ABNB,0,1,127.9255,122.4364,113.8637,Yin,0.0224
702,2023-08-01,149.6199951171875,150.4199981689453,148.02999877929688,148.91000366210938,4519600,ABNB,0,1,128.6663,122.6755,114.0465,Yin,0.0161
703,2023-08-02,146.4499969482422,147.11500549316406,143.19000244140625,144.55999755859375,7026100,ABNB,0,1,129.4099,122.9227,114.2061,Yin,0.0274
704,2023-08-03,140.94000244140625,143.10299682617188,139.75,140.8800048828125,11441200,ABNB,0,1,130.0289,123.1485,114.3647,Yin,0.024
705,2023-08-04,140.47000122070312,145.32000732421875,137.6199951171875,140.1699981689453,8621800,ABNB,0,1,130.7073,123.3906,114.483,Yin,0.056
706,2023-08-07,142.0,144.0,138.7899932861328,143.1999969482422,4079100,ABNB,0,1,131.4571,123.659,114.6093,Yang,0.0375
707,2023-08-08,140.52000427246094,140.52000427246094,137.02999877929688,139.5500030517578,4685800,ABNB,0,1,132.1597,123.9187,114.7227,Yin,0.0255
708,2023-08-09,140.13999938964844,140.5500030517578,137.3300018310547,137.8699951171875,3389700,ABNB,0,1,132.7809,124.0975,114.8271,Yin,0.0234
709,2023-08-10,139.8699951171875,140.97000122070312,135.64999389648438,135.97000122070312,3437600,ABNB,1,0,133.3565,124.2757,114.9072,Yin,0.0392
710,2023-08-11,134.14999389648438,134.25999450683594,131.6999969482422,133.67999267578125,4372200,ABNB,6,0,133.8347,124.4285,114.9936,Yin,0.0194
711,2023-08-14,133.55999755859375,133.7899932861328,131.74000549316406,133.24000549316406,3373800,ABNB,9,0,134.2563,124.524,115.0676,Yin,0.0156
712,2023-08-15,132.5,132.80999755859375,129.72999572753906,129.85000610351562,3970500,ABNB,11,0,134.4921,124.6108,115.1403,Yin,0.0237
713,2023-08-16,129.0,130.14999389648438,128.39999389648438,128.8300018310547,3336900,ABNB,12,0,134.7549,124.6961,115.2241,Yin,0.0136
714,2023-08-17,129.22000122070312,129.60000610351562,127.37100219726562,127.98999786376953,3908500,ABNB,12,0,134.9687,124.8068,115.288,Yin,0.0175
715,2023-08-18,124.93000030517578,126.08000183105469,123.37999725341797,125.05999755859375,5907800,ABNB,15,0,135.1389,124.8783,115.3788,Yang,0.0219
716,2023-08-21,126.15499877929688,126.54000091552734,123.48999786376953,124.0,4876000,ABNB,15,0,135.3089,124.9522,115.4535,Yin,0.0247
717,2023-08-22,124.25,127.23999786376953,124.0009994506836,127.08000183105469,4946000,ABNB,20,0,135.4933,125.035,115.6169,Yang,0.0261
718,2023-08-23,126.9000015258789,129.18499755859375,126.4000015258789,128.1300048828125,4605400,ABNB,15,0,135.5641,125.0935,115.7974,Yang,0.022
719,2023-08-24,128.22999572753906,128.83999633789062,124.63999938964844,124.72000122070312,2980800,ABNB,13,0,135.5605,125.0967,115.9406,Yin,0.0337
720,2023-08-25,125.04000091552734,126.5999984741211,124.19000244140625,125.79000091552734,2415200,ABNB,16,0,135.5735,125.14,116.0922,Yang,0.0194
721,2023-08-28,127.0,127.0,124.94999694824219,126.15499877929688,2348500,ABNB,15,0,135.5396,125.2169,116.2285,Yin,0.0164
722,2023-08-29,126.55000305175781,132.8800048828125,126.0,132.25,5622900,ABNB,15,0,135.611,125.386,116.4108,Yang,0.0546
723,2023-08-30,130.47000122070312,132.4499969482422,129.30999755859375,130.61000061035156,4709900,ABNB,13,0,135.6942,125.5952,116.5519,Yang,0.0243
724,2023-08-31,130.60000610351562,132.44000244140625,129.80999755859375,131.5500030517578,3860300,ABNB,13,0,135.776,125.7847,116.6618,Yang,0.0203
725,2023-09-01,133.6999969482422,134.5,131.3300018310547,132.69000244140625,4418300,ABNB,7,0,135.8706,125.9691,116.7994,Yin,0.0241
726,2023-09-05,141.14999389648438,144.25999450683594,139.8000030517578,142.2899932861328,21052800,ABNB,0,1,136.2218,126.2678,116.9758,Yang,0.0319
727,2023-09-06,140.77999877929688,143.22000122070312,140.26600646972656,141.77000427246094,7114400,ABNB,0,1,136.5946,126.546,117.1625,Yang,0.0211
728,2023-09-07,139.25,144.25,139.00999450683594,143.27000427246094,7928200,ABNB,1,0,136.9022,126.8322,117.3824,Yang,0.0377
729,2023-09-08,143.94000244140625,146.85000610351562,143.17999267578125,145.82000732421875,9326600,ABNB,0,1,137.266,127.1287,117.6226,Yang,0.0256
730,2023-09-11,146.22000122070312,148.25,144.86000061035156,147.3300018310547,7179000,ABNB,0,1,137.7106,127.4101,117.8807,Yang,0.0234
731,2023-09-12,146.8800048828125,151.15499877929688,146.82000732421875,147.5,7342700,ABNB,0,1,138.0974,127.6841,118.1418,Yang,0.0295
2458,2023-07-31,236.47999572753906,236.47999572753906,233.02000427246094,234.14999389648438,2826600,AMGN,22,0,225.3208,231.9455,247.2677,Yin,0.0148
2459,2023-08-01,234.92999267578125,235.3800048828125,230.58999633789062,232.1199951171875,1843400,AMGN,26,0,225.4786,231.9824,247.1961,Yin,0.0208
2460,2023-08-02,232.72000122070312,233.02999877929688,228.6999969482422,230.41000366210938,2593500,AMGN,27,0,225.6184,232.0286,247.0898,Yin,0.0189
2461,2023-08-03,230.7899932861328,231.10000610351562,228.2100067138672,230.6999969482422,2322200,AMGN,28,0,225.7526,232.0569,246.9866,Yin,0.0127
2462,2023-08-04,237.91000366210938,246.4199981689453,237.0,243.27999877929688,5181200,AMGN,26,0,226.1294,232.1579,246.9384,Yang,0.0397
2463,2023-08-07,244.25,253.82000732421875,243.4600067138672,252.94000244140625,4076600,AMGN,8,0,226.7618,232.3815,246.9425,Yang,0.0426
2464,2023-08-08,257.5199890136719,263.7900085449219,256.5,260.79998779296875,5321600,AMGN,0,1,227.6286,232.6405,247.0055,Yang,0.0284
2465,2023-08-09,259.9200134277344,263.7699890136719,259.1199951171875,259.32000732421875,2428100,AMGN,0,1,228.4764,232.888,247.0649,Yin,0.0179
2466,2023-08-10,261.5400085449219,264.7799987792969,260.4599914550781,262.05999755859375,1919200,AMGN,0,1,229.347,233.2107,247.1155,Yang,0.0166
2467,2023-08-11,261.70001220703125,264.1099853515625,260.8299865722656,262.510009765625,1560600,AMGN,0,1,230.1842,233.4886,247.1214,Yang,0.0126
2468,2023-08-14,262.2200012207031,263.4700012207031,259.8500061035156,260.9700012207031,1966100,AMGN,0,1,231.1182,233.7688,247.1263,Yin,0.0139
2469,2023-08-15,261.32000732421875,266.6300048828125,259.9599914550781,266.010009765625,2781200,AMGN,0,1,232.077,234.1306,247.1231,Yang,0.0257
2470,2023-08-16,266.3299865722656,268.239990234375,264.5799865722656,265.0199890136719,2244000,AMGN,0,1,232.9398,234.4498,247.112,Yin,0.0138
2471,2023-08-17,263.8699951171875,266.5799865722656,263.2699890136719,263.8500061035156,2256100,AMGN,0,1,233.7924,234.708,247.0622,Yin,0.0126
2472,2023-08-18,262.6099853515625,262.989990234375,261.07000732421875,261.82000732421875,2814500,AMGN,0,1,234.6038,234.9586,247.0196,Yin,0.0074
2473,2023-08-21,261.5799865722656,262.4700012207031,259.010009765625,260.70001220703125,2324100,AMGN,0,1,235.4026,235.1808,246.9628,Yin,0.0134
2474,2023-08-22,260.239990234375,260.3999938964844,257.3500061035156,257.6199951171875,1720300,AMGN,0,1,236.1798,235.3467,246.9058,Yin,0.0119
2475,2023-08-23,259.5,259.8500061035156,255.97999572753906,257.3599853515625,2256800,AMGN,0,1,236.9798,235.5053,246.8632,Yin,0.0151
2476,2023-08-24,256.7300109863281,260.19000244140625,256.1700134277344,256.6199951171875,1888900,AMGN,0,1,237.6724,235.654,246.8011,Yin,0.0157
2477,2023-08-25,257.1099853515625,257.739990234375,254.80999755859375,256.3800048828125,1786600,AMGN,0,1,238.3544,235.7734,246.6979,Yin,0.0115
2478,2023-08-28,256.9599914550781,258.1199951171875,255.13999938964844,256.54998779296875,1661300,AMGN,0,1,238.9166,235.8636,246.5187,Yin,0.0117
2479,2023-08-29,257.3599853515625,259.8500061035156,256.82000732421875,259.6400146484375,2216600,AMGN,0,1,239.5162,235.9263,246.3687,Yang,0.0118
2480,2023-08-30,260.0,260.8699951171875,256.95001220703125,257.8800048828125,1694300,AMGN,1,0,240.102,235.9719,246.203,Yin,0.0153
2481,2023-08-31,258.2200012207031,259.0,256.2900085449219,256.3399963378906,2065000,AMGN,1,0,240.688,236.0263,246.0596,Yin,0.0106
2482,2023-09-01,258.67999267578125,259.0299987792969,256.1000061035156,256.7099914550781,1349700,AMGN,1,0,241.229,236.0791,245.9167,Yin,0.0114
2483,2023-09-05,256.7099914550781,257.3900146484375,253.9199981689453,254.00999450683594,1763600,AMGN,1,0,241.767,236.1242,245.7687,Yin,0.0137
2484,2023-09-06,254.44000244140625,254.44000244140625,248.3800048828125,249.00999450683594,1988900,AMGN,1,0,242.2526,236.0999,245.5949,Yin,0.0244
2485,2023-09-07,250.5399932861328,254.6999969482422,250.39999389648438,254.38999938964844,2228300,AMGN,8,0,242.8882,236.1438,245.4304,Yang,0.0172
2486,2023-09-08,255.75,260.3399963378906,254.97000122070312,259.42999267578125,2449000,AMGN,1,0,243.6506,236.2574,245.2911,Yang,0.0211
2487,2023-09-11,258.2099914550781,262.80999755859375,257.4100036621094,261.7200012207031,2135100,AMGN,1,0,244.4618,236.4137,245.1589,Yang,0.021
2488,2023-09-12,262.67999267578125,263.0199890136719,257.8599853515625,260.30999755859375,1574000,AMGN,1,0,245.2276,236.5547,245.0252,Yin,0.02
2489,2023-09-13,259.3399963378906,260.2200012207031,257.0199890136719,257.2300109863281,2182800,AMGN,1,0,245.872,236.6924,244.8943,Yin,0.0125
2490,2023-09-14,258.8999938964844,263.1400146484375,258.5400085449219,262.29998779296875,3072400,AMGN,1,0,246.6004,236.8768,244.7871,Yang,0.0178
2493,2023-09-19,263.1400146484375,265.7699890136719,262.44000244140625,264.30999755859375,1528200,AMGN,1,0,249.0368,237.4774,244.473,Yang,0.0127
2504,2023-10-04,262.1000061035156,266.1400146484375,260.9100036621094,265.44000244140625,2526400,AMGN,1,0,257.2352,241.054,243.8222,Yang,0.02
2506,2023-10-06,263.1499938964844,268.5899963378906,262.2300109863281,267.4700012207031,2838000,AMGN,1,0,258.461,241.7147,243.8194,Yang,0.0243
4215,2023-07-31,174.88999938964844,183.5,174.75999450683594,181.94000244140625,1563600,TEAM,23,0,171.9835,162.9967,158.8628,Yang,0.05
4216,2023-08-01,178.6300048828125,183.86000061035156,175.69000244140625,181.64999389648438,1120000,TEAM,22,0,172.6549,163.0342,158.7542,Yang,0.0465
4217,2023-08-02,176.7100067138672,176.7100067138672,168.00999450683594,169.6999969482422,1938300,TEAM,25,0,173.1091,163.0313,158.5917,Yin,0.0518
4218,2023-08-03,168.14999389648438,170.77000427246094,166.99200439453125,169.64999389648438,2396000,TEAM,29,0,173.3345,163.17,158.4949,Yang,0.0226
4219,2023-08-04,210.91000366210938,211.6479949951172,197.11000061035156,198.83999633789062,5214400,TEAM,0,1,174.1231,163.5752,158.4658,Yin,0.0738
4220,2023-08-07,197.52000427246094,198.0,188.75999450683594,193.52000427246094,2427800,TEAM,2,0,174.7807,163.9106,158.4262,Yin,0.049
4221,2023-08-08,189.02000427246094,197.91000366210938,188.25999450683594,196.1300048828125,1907900,TEAM,13,0,175.5257,164.2919,158.4682,Yang,0.0513
4222,2023-08-09,196.0,197.0,191.27999877929688,192.33999633789062,1455500,TEAM,3,0,176.0495,164.6418,158.4668,Yin,0.0299
4223,2023-08-10,194.1999969482422,202.63999938964844,193.3800048828125,197.47000122070312,1672800,TEAM,4,0,176.6219,165.034,158.4836,Yang,0.0479
4224,2023-08-11,195.66000366210938,200.27000427246094,195.1300048828125,197.66000366210938,999800,TEAM,3,0,176.9593,165.5216,158.4977,Yang,0.0263
4225,2023-08-14,195.1999969482422,202.77999877929688,194.74200439453125,199.8699951171875,1219500,TEAM,3,0,177.4115,165.9773,158.4668,Yang,0.0413
4226,2023-08-15,197.30999755859375,199.38999938964844,192.05999755859375,193.1300048828125,1468000,TEAM,2,0,177.5961,166.4183,158.4564,Yin,0.0382
4227,2023-08-16,191.33999633789062,194.75999450683594,186.83999633789062,186.97000122070312,1269300,TEAM,12,0,177.6701,166.7551,158.4012,Yin,0.0424
4228,2023-08-17,186.97000122070312,187.0,181.85000610351562,185.33999633789062,1333400,TEAM,15,0,177.6969,167.0813,158.3238,Yin,0.0283
4229,2023-08-18,181.80999755859375,187.67999267578125,179.58999633789062,186.3000030517578,957800,TEAM,23,0,177.9961,167.3944,158.2417,Yang,0.045
4230,2023-08-21,187.02000427246094,187.49000549316406,182.58999633789062,184.14999389648438,1603700,TEAM,16,0,178.2713,167.6833,158.2037,Yin,0.0268
4231,2023-08-22,184.72000122070312,191.0800018310547,184.02999877929688,190.0399932861328,1050700,TEAM,20,0,178.6323,167.9948,158.2919,Yang,0.0383
4232,2023-08-23,190.0,194.6300048828125,189.52999877929688,191.69000244140625,1283400,TEAM,14,0,178.9493,168.3058,158.3795,Yang,0.0269
4233,2023-08-24,193.33999633789062,193.33999633789062,183.69000244140625,184.02000427246094,1217100,TEAM,6,0,178.996,168.4343,158.681,Yin,0.0525
4234,2023-08-25,184.11000061035156,191.60000610351562,183.77999877929688,191.02000427246094,1019800,TEAM,21,0,179.1918,168.7053,159.0399,Yang,0.0426
4235,2023-08-28,191.61000061035156,193.9600067138672,189.8300018310547,191.39999389648438,730800,TEAM,12,0,179.376,168.9544,159.3833,Yin,0.0218
4236,2023-08-29,191.16000366210938,199.80999755859375,189.69000244140625,198.89999389648438,1085900,TEAM,13,0,179.798,169.3735,159.7664,Yang,0.0534
4237,2023-08-30,198.77999877929688,202.83999633789062,197.3000030517578,202.25999450683594,924500,TEAM,2,0,180.3266,169.8107,160.0734,Yang,0.0281
4238,2023-08-31,202.0,206.22000122070312,201.6999969482422,204.05999755859375,1160500,TEAM,0,1,181.0402,170.2621,160.3819,Yang,0.0224
4239,2023-09-01,203.41000366210938,207.4199981689453,202.38999938964844,204.4499969482422,784600,TEAM,0,1,181.731,170.6778,160.7293,Yang,0.0249
4240,2023-09-05,203.57000732421875,207.11000061035156,199.90499877929688,205.91000366210938,917300,TEAM,0,1,182.601,171.1514,161.053,Yang,0.036
4241,2023-09-06,205.0,208.5,203.7899932861328,206.39999389648438,871700,TEAM,0,1,183.5582,171.5345,161.4386,Yang,0.0231
4242,2023-09-07,200.0,209.32000732421875,200.0,206.9199981689453,1179300,TEAM,0,1,184.459,171.9484,161.8648,Yang,0.0466
4243,2023-09-08,207.3000030517578,208.14999389648438,204.05999755859375,206.60000610351562,993100,TEAM,0,1,185.2532,172.3502,162.304,Yin,0.02
4244,2023-09-11,209.44000244140625,215.13999938964844,208.1699981689453,214.02999877929688,1481100,TEAM,0,1,186.301,172.8673,162.7863,Yang,0.0335
4245,2023-09-12,211.30999755859375,215.77000427246094,210.32000732421875,211.22000122070312,961100,TEAM,0,1,187.1692,173.3518,163.2607,Yin,0.0259
4253,2023-09-22,190.47999572753906,197.58900451660156,190.47999572753906,195.4600067138672,1075400,TEAM,2,0,191.986,177.3658,166.1331,Yang,0.0373
4256,2023-09-27,192.9199981689453,200.64999389648438,192.9199981689453,197.52000427246094,1523600,TEAM,2,0,192.7566,178.7961,167.1294,Yang,0.0401
4261,2023-10-04,192.25999450683594,194.2100067138672,189.4600067138672,189.83999633789062,1252500,TEAM,2,0,194.4908,181.8399,168.4057,Yin,0.0251
4262,2023-10-05,189.82000732421875,191.24000549316406,184.23500061035156,187.85000610351562,1459300,TEAM,2,0,194.7148,182.3682,168.6086,Yin,0.038
4263,2023-10-06,184.3800048828125,201.8000030517578,184.3800048828125,199.2100067138672,1448700,TEAM,4,0,195.2878,182.9067,168.9088,Yang,0.0945
5721,2023-07-31,234.86000061035156,236.2899932861328,231.41000366210938,234.00999450683594,1615300,CDNS,0,1,230.9722,218.975,194.4144,Yin,0.0211
5722,2023-08-01,231.42999267578125,234.52000427246094,230.32000732421875,233.6300048828125,1008100,CDNS,0,1,231.308,219.3183,194.8427,Yang,0.0182
5723,2023-08-02,231.50999450683594,231.50999450683594,226.4199981689453,228.74000549316406,1599500,CDNS,0,1,231.5486,219.6417,195.2337,Yin,0.0225
5724,2023-08-03,227.85000610351562,229.83999633789062,227.38999938964844,228.58999633789062,1148400,CDNS,3,0,231.8878,219.9709,195.6394,Yang,0.0108
5725,2023-08-04,229.86000061035156,232.97999572753906,227.02999877929688,229.0,1413200,CDNS,0,1,232.3526,220.2982,196.014,Yin,0.0262
5726,2023-08-07,230.50999450683594,233.6999969482422,230.08999633789062,232.44000244140625,1183800,CDNS,0,1,232.928,220.5874,196.3984,Yang,0.0157
5727,2023-08-08,229.8000030517578,230.83999633789062,227.94000244140625,228.92999267578125,1466200,CDNS,0,1,233.0168,220.8473,196.7745,Yin,0.0127
5728,2023-08-09,228.1699981689453,228.97999572753906,222.22000122070312,225.3000030517578,1348600,CDNS,3,0,232.9562,221.0221,197.1357,Yin,0.0304
5729,2023-08-10,228.1300048828125,229.74000549316406,224.27999877929688,225.61000061035156,858100,CDNS,3,0,232.7734,221.2094,197.4721,Yin,0.0243
5730,2023-08-11,223.39999389648438,226.75999450683594,222.85000610351562,226.07000732421875,949400,CDNS,11,0,232.6766,221.3994,197.8013,Yang,0.0175
5731,2023-08-14,224.9600067138672,228.3800048828125,223.9499969482422,227.89999389648438,1053800,CDNS,8,0,232.5868,221.5996,198.1842,Yang,0.0198
5732,2023-08-15,227.9600067138672,228.3699951171875,224.77000427246094,226.16000366210938,1171500,CDNS,3,0,232.5162,221.8212,198.5698,Yin,0.016
5733,2023-08-16,226.50999450683594,227.55999755859375,223.08999633789062,223.24000549316406,1134700,CDNS,3,0,232.3344,221.9836,198.9431,Yin,0.02
5734,2023-08-17,224.25,225.47000122070312,219.82000732421875,220.30999755859375,1169700,CDNS,10,0,232.165,222.1419,199.2872,Yin,0.0257
5735,2023-08-18,217.77000427246094,221.3699951171875,217.77000427246094,220.5500030517578,1080600,CDNS,19,0,232.1266,222.2947,199.633,Yang,0.0165
5736,2023-08-21,222.42999267578125,226.25999450683594,221.6699981689453,225.0,1341900,CDNS,12,0,232.065,222.5119,200.0034,Yang,0.0207
5737,2023-08-22,226.89999389648438,227.9600067138672,224.75,225.50999450683594,1003800,CDNS,3,0,231.9892,222.707,200.4055,Yin,0.0143
5738,2023-08-23,227.27999877929688,234.30999755859375,226.49000549316406,233.5800018310547,1936600,CDNS,3,0,231.9964,222.9727,200.8591,Yang,0.0345
5739,2023-08-24,236.97999572753906,237.91000366210938,227.6199951171875,228.0399932861328,1489900,CDNS,0,1,231.7772,223.1522,201.2872,Yin,0.0452
5740,2023-08-25,228.0,233.11000061035156,228.0,232.50999450683594,1293800,CDNS,3,0,231.7062,223.3634,201.7198,Yang,0.0224
5741,2023-08-28,233.97000122070312,234.50999450683594,231.94000244140625,233.5500030517578,601400,CDNS,0,1,231.6218,223.5838,202.142,Yin,0.0111
5742,2023-08-29,232.4600067138672,238.25999450683594,230.86000061035156,237.7899932861328,1242300,CDNS,1,0,231.6608,223.8861,202.5922,Yang,0.0321
5743,2023-08-30,238.33999633789062,240.4499969482422,237.94000244140625,239.8800048828125,1015500,CDNS,0,1,231.8078,224.1997,202.9815,Yang,0.0105
5744,2023-08-31,239.8800048828125,242.74000549316406,239.4199981689453,240.44000244140625,1453100,CDNS,0,1,232.0564,224.468,203.3492,Yang,0.0139
5745,2023-09-01,242.2100067138672,243.8300018310547,239.66000366210938,243.55999755859375,1004700,CDNS,0,1,232.3876,224.7647,203.7273,Yang,0.0174
5746,2023-09-05,243.44000244140625,247.1199951171875,240.3699951171875,245.50999450683594,1302600,CDNS,0,1,232.7914,225.098,204.1112,Yang,0.0281
5747,2023-09-06,244.47000122070312,247.5,244.47000122070312,246.6999969482422,1251300,CDNS,0,1,233.2652,225.3949,204.5004,Yang,0.0124
5748,2023-09-07,246.0399932861328,246.47000122070312,235.8300018310547,241.4600067138672,1555500,CDNS,0,1,233.5184,225.664,204.8822,Yin,0.0451
5749,2023-09-08,241.4199981689453,243.52999877929688,236.55999755859375,237.99000549316406,1234000,CDNS,0,1,233.691,225.9123,205.247,Yin,0.0295
5750,2023-09-11,238.77999877929688,243.8300018310547,238.77999877929688,243.24000549316406,1146900,CDNS,0,1,233.985,226.207,205.6539,Yang,0.0211
5751,2023-09-12,241.89999389648438,242.0500030517578,236.33999633789062,236.4600067138672,986400,CDNS,0,1,234.0238,226.4349,206.0102,Yin,0.0242
5755,2023-09-18,233.11000061035156,237.24000549316406,232.80999755859375,236.8300018310547,680500,CDNS,2,0,234.6234,227.5474,207.4681,Yang,0.019
5758,2023-09-21,231.3000030517578,232.41000366210938,228.52000427246094,228.5800018310547,1092800,CDNS,2,0,234.6296,228.3316,208.3586,Yin,0.017
5759,2023-09-22,229.6699981689453,233.25,229.6699981689453,230.66000366210938,786800,CDNS,3,0,234.4526,228.5317,208.6796,Yang,0.0156
5760,2023-09-25,230.99000549316406,232.66000366210938,229.4199981689453,231.25,864300,CDNS,2,0,234.2628,228.7545,209.0175,Yang,0.0141
5761,2023-09-26,230.61000061035156,230.77999877929688,227.0500030517578,229.25999450683594,1058400,CDNS,2,0,233.9592,228.9726,209.3609,Yin,0.0164
5762,2023-09-27,230.3300018310547,232.3800048828125,227.77000427246094,230.64999389648438,1197000,CDNS,2,0,233.6904,229.2288,209.6938,Yang,0.0202
5763,2023-09-28,230.00999450683594,236.22000122070312,229.22999572753906,234.00999450683594,1237200,CDNS,3,0,233.5208,229.5165,210.0455,Yang,0.0305
5766,2023-10-03,233.6300048828125,237.1199951171875,227.77000427246094,228.69000244140625,1076700,CDNS,2,0,233.052,230.3735,211.044,Yin,0.0411
5767,2023-10-04,230.92999267578125,235.77999877929688,230.1699981689453,235.0500030517578,832900,CDNS,2,0,232.9872,230.7094,211.4081,Yang,0.0244
5768,2023-10-05,234.5,235.69000244140625,231.10000610351562,234.77000427246094,808200,CDNS,2,0,233.0034,231.0455,211.7659,Yang,0.0199
5769,2023-10-06,232.8800048828125,244.8800048828125,231.83999633789062,243.9499969482422,1415000,CDNS,2,0,233.1844,231.4619,212.1809,Yang,0.0562
